,Title,URL,Album,InAnAlbum,Lyrics
91,I’m Gonna Find Another You,https://genius.com/John-mayer-im-gonna-find-another-you-lyrics,Continuum,True,"It's really over, you made your stand
You got me crying, as was your plan
But when my loneliness is through
I'm going to find another you
You take your sweaters
You take your time
You might have your reasons
But you will never have my rhyme
I'm going to sing my way away from blue
I'm going to find another you
When I was your lover
No one else would do
If I'm forced to find another
I hope she looks like you
Yeah and she's nicer too
So go on baby
Make your little get away
My pride will keep me company
And you just gave yours all away
Now I'm going to dress myself for two
Once for me and once for someone new
I'm going to do some things you wouldn't let me do
Oh
I'm going to find another you"
93,I’m On Fire,https://genius.com/John-mayer-im-on-fire-lyrics,Battle Studies,True,"Hey little girl is your daddy home
Did he go away and leave you all alone
I got a bad desire
Oh, oh, oh, I'm on fire
Tell me pretty baby is he good to you
Can he do to you the things that I do
I can take you higher
Oh, oh, oh, I'm on fire
Sometimes it feels like someone took a knife
Baby do you know and cut a six-inch valley
Through the middle of my skull
At night I wake up with the sheets soaking wet
And a freight train running through the middle of my head
Only you can cool my desire
Oh, oh, oh I'm on fire
Oh, oh, oh I'm on fire
Oh, oh, oh I'm on fire, ooh ooh"
96,In Repair,https://genius.com/John-mayer-in-repair-lyrics,Continuum,True,"Too many shadows in my room
Too many hours in this midnight
Too many corners in my mind
So much to do to set my heart right
Oh, it's taking so long I could be wrong
I could be ready
Oh, but if I take my heart's advice
I should assume it's still unsteady
I am in repair, I am in repair
Stood on the corner for a while
To wait for the wind to blow down on me
Hoping it takes with it my old ways
And brings some brand new luck upon me
Oh, it's taking so long I could be wrong
I could be ready
Oh, but if I take my heart's advice
I should assume it's still unsteady
I am in repair, I am in repair
And now I'm walking in a park
All of the birds they dance below me
Maybe when things turn green again
It will be good to say you know me
Oh, it's taking so long I could be wrong
I could be ready
Oh, but if I take my heart's advice
I should assume it's still unsteady
I am in repair, I am in repair
I'm never really ready
Oh I'm never really ready
I'm in repair
I'm not together but I'm getting there
I'm in repair
I'm not together but I'm getting there
I'm in repair
I'm not together but I'm getting there
I'm in repair
I'm not together but I'm getting there
I'm in repair
I'm not together but I'm getting there
I'm in repair
I'm not together but I'm getting there"
98,In the Blood,https://genius.com/John-mayer-in-the-blood-lyrics,The Search for Everything,True,"How much of my mother has my mother left in me?
How much of my love will be insane to some degree?
And what about this feeling that I'm never good enough?
Will it wash out in the water, or is it always in the blood?
How much of my father am I destined to become?
Will I dim the lights inside me just to satisfy someone?
Will I let this woman kill me, or do away with jealous love?
Will it wash out in the water, or is it always in the blood?
I can feel the love I want
I can feel the love I need
But it's never gonna come the way I am
Could I change it if I wanted?
Can I rise above the flood?
Will it wash out in the water
Or is it always in the blood?
How much like my brothers do my brothers wanna be?
Does a broken home become another broken family?
Or will we be there for each other like nobody ever could?
Will it wash out in the water, or is it always in the blood?
I can feel the love I want
I can feel the love I need
But it's never gonna come the way I am
Could I change it if I wanted?
Can I rise above the flood?
Will it wash out in the water
Or is it always in the blood?
I can feel the love I want
I can feel the love I need
But it's never gonna come the way I am
Could I change it if I wanted?
Can I rise above the flood?
Will it wash out in the water
Or is it always in the blood?"
104,I Will Be Found (Lost at Sea),https://genius.com/John-mayer-i-will-be-found-lost-at-sea-lyrics,Paradise Valley,True,"It doesn't matter where you roam
When no one's left to call you home
I might have strayed a bit too far
I'm counting all the moonlit stars
I'm a little lost at sea
I'm a little birdie in a big old tree
Ain't nobody looking for me
Here out on the highway
But I will be found
But I will be found
When my time comes down
But I will be found
Somedays, I think it's all okay
Some nights, I throw it all away
I saw her face and I could tell
My ghost had left the town as well
I'm a little lost at sea
I'm a little birdie in a big old tree
Ain't nobody looking for me
Here out on the highway
But I will be found
But I will be found
When my time comes down
But I will be found
I'm a little lost at sea
I'm a little birdie in a big old tree
Ain't nobody looking for me
Here out on the highway
Maybe I'm a runaway train
Maybe I'm a feather in a hurricane
Maybe it's a long play game
But maybe that's a good thing
But I will be found
But I will be found
When my time comes down
But I will be found
Keep on running until my run is gone
Keep on riding until I see that dawn
And I will be found
I will be found"
112,Love is a Verb,https://genius.com/John-mayer-love-is-a-verb-lyrics,Born and Raised,True,"Love is a Verb
It ain't a thing
It's not something you hold
It's not something you scream
When you show me love
I don't need your words
Yeah, love ain't a thing
Love is a verb
Love ain't a thing
Love is a verb
Love ain't a crutch
It's not an excuse
No you can't get through love
On just a pile of IOU's
Love ain't a drug
Despite what you've heard
Yeah, love ain't a thing
Love is a verb
Love ain't a thing
Love is a verb
So you've got to show me, show me, show me
Show me, show me, show me
Show me, show me, show me
Love is a verb
So you've got to show me, show me, show me
Show me, show me, show me
Show me, show me, show me
Love is a verb
Love ain't a thing
Love is a verb"
113,Love on the Weekend,https://genius.com/John-mayer-love-on-the-weekend-lyrics,The Search for Everything,True,"It's a Friday, we finally made it
I can't believe I get to see your face
You've been working and I've been waiting
To pick you up and take you from this place
Love on the weekend
Love on the weekend
Like only we can
Like only we can
Love on the weekend
Love on the weekend
I'm coming up and I'm loving every minute of it
You be the DJ, I'll be the driver
You put your feet up in the getaway car
I'm flying fast like a, a wanted man
I want you, baby, like you can't understand
Oh, love on the weekend
Love on the weekend
We found a message in a bottle we were drinking
Love on the weekend
Love on the weekend
I hate your guts 'cause I'm loving every minute of it
Oh, oh
Oh, oh
Oh, oh, oh
I gotta leave ya, it's gonna hurt me
My clothes are dirty and my friends are getting worried
Down there below us, under the clouds
Baby, take my hand and pull me down, down, down, down
And I'll be dreamin' of the next time we can go
Into another serotonin overflow
Love on the weekend
Love on the weekend
I'm busted up but I'm loving every minute of it
I'm looking for a little love
I'm looking for a little love, oh yeah"
114,Love Song for No One,https://genius.com/John-mayer-love-song-for-no-one-lyrics,Room for Squares,True,"Staying home alone on a Friday
Flat on the floor looking back on old love
Or lack thereof
After all the crushes are faded
And all my wishful thinking was wrong
I'm jaded, I hate it
I'm tired of being alone
So hurry up and get here
So tired of being alone
So hurry up and get here 
Searching all my days just to find you
I'm not sure who I'm looking for
I'll know it when I see you
Until then, I'll hide in my bedroom
Staying up all night just to write
A love song for no one
I'm tired of being alone
So hurry up and get here
So tired of being alone
So hurry up and get here
I could have met you in a sandbox
I could have passed you on the sidewalk
Could I have missed my chance
And watched you walk away
I could have met you in a sandbox
I could have passed you on the sidewalk
Could I have missed my chance
And watched you walk away
I'm tired of being alone
So hurry up and get here
So tired of being alone
So hurry up and get here, oh yeah
I'm tired of being alone
So hurry up and get here
So tired of being alone
So hurry up and get here
You'll be so good
You'll be so good for me"
124,Moving On and Getting Over,https://genius.com/John-mayer-moving-on-and-getting-over-lyrics,The Search for Everything,True,"Moving on and getting over
Are not the same, it seems to me
'Cause you've been gone, I'm growing older
But I still can't seem to get you off my mind
And I do believe I feel you all the time
Moving on and getting over
Are not the friends they used to be
It's been so long since I got to hold you
But I still can't seem to get you off my mind
And I do believe I feel you all the time, all the time
Tell me I can have the fact you've loved me to hold onto
Tell me I can keep the door cracked open, to let light through
For all my running, I can understand
I'm one text away from being back again
But I'm moving on and I'm getting over
I'm getting over, I'm getting over
I got to get over
Moving on and getting over
It's been so long; it just goes to show you
That I still can't seem to get you off my mind 
And I sure would like to see you one more time
It's taken me so long just to say ""so long""
And baby it's so wrong, but I'm moving on
I'm gonna get a new girl
A something-I-can-do-girl
To try to get me through, girl
'Cause I'm moving on
I'm moving on
And I'm moving on
I'm moving on
And I'm moving on
Consider me as good as gone
'Cause I'm moving on
I'm moving on
Moving on, baby
Moving on
Moving on"
136,Never on the Day You Leave,https://genius.com/John-mayer-never-on-the-day-you-leave-lyrics,The Search for Everything,True,"No it's never on the day you leave
That you wonder what you still believe in
And you can't remember why you said goodbye
You'll hear an old familiar sound and hope it's her when you turn around
But never, never on the day you leave
Love grows in the time it's been
Since you last heard her sing
She'll cut her hair and move somewhere
She don't owe you anything
No it's never on the day you leave
You can tell how it's gonna be
To watch a girl become a ghost before your eyes
You wish you'd given her one more kiss
To put away for a night like this
But never, never on the day you leave
Love grows in the time it's been
Since you last held her hand
She'll fight for you like hell
Then force herself to like some other man
No it's never on the day you leave
That you remember Christmas Eve
And all the things you miss about her crazy family
You'll know how lonely it is to see a little drug store Christmas tree
But never, never on the day you leave
No never, never on the day you leave
So maybe it'd be better off to write her
And leave a little note right there beside her
That says maybe we're not perfect
But I'll be damned if I ever leave
Damned if I ever leave
Damned if I ever leave"
137,New Deep,https://genius.com/John-mayer-new-deep-lyrics,Heavier Things,True,"I'm so alive
I'm so enlightened
I can barely survive
A night in my mind
So I've got a plan
I'm going to find out just how boring I am
And have a good time
Cause ever since I tried
Trying not to find
Every little meaning in my life
It's been fine, I've been cool
With my new golden rule
Numb is the new deep
Done with the old me
And talk is the same cheap it's been
Is there a God?
Why is he waiting?
Don't you think of it odd
When he knows my address?
And look at the stars
Don't they remind you of just how feeble we are?
Well it used to, I guess
Cause ever since I tried
Trying not to find
Every little meaning in my life
It's been fine, I've been cool
With my new golden rule
Numb is the new deep
Done with the old me
And talk is the same cheap it's been
I'm a new man
I wear a new cologne and
You wouldn't know me if your eyes were closed
I know what you'll say
This won't last longer than the rest of the day
But you're wrong this time
You're wrong
Numb is the new deep
Done with the old me
I'm over the analyzing tonight
Stop trying to figure it out
Deep will only bring you down
You know, I used to be
The back porch poet with my book of rhymes
Always open knowing all the time I'm probably
Never going to find the perfect rhyme
For ""heavier things"""
149,Not Myself,https://genius.com/John-mayer-not-myself-lyrics,Room for Squares,True,"Suppose I said
I am on my best behavior
There are times
I lose my worried mind
Would you want me when I'm not myself
Wait it out while I am someone else
Suppose I said
Colors change for no good reason
And words will go
From poetry to prose
Would you want me when I'm not myself
Wait it out while I am someone else
And I, in time, will come around
I always do for you
Suppose I said
You're my saving grace
Would you want me when I'm not myself
Wait it out while I am someone else
Would you want me when I'm not myself
Wait it out while I am someone else"
150,Only Heart,https://genius.com/John-mayer-only-heart-lyrics,Heavier Things,True,"Do not waste this evening
Baby, I'm begging you
Your big imagination's playing its tricks on you
If you think my up and leaving's something I'm going to do
Feel my chest when I look at you
Baby you
You got my only heart
Yeah, you got my only heart
Yeah, you got my only
Only heart
So hard to be so far out
Living our separate lives
Your phone was really broken
I tried your number twice
And if you need confirmation, baby I understand
It's alright if you want me to
Tell you you
You got my only heart
Yeah, you got my only heart
Yeah, you got my only
Only heart
And you live like your hand's on the horn, baby
I adore you but there's a hole in the cup that should hold my love 
If you let, if you let, if you let me leave
I swear I never will
Remember now
You, you got my only heart
Yeah, you got my only heart
Yeah, you got my only heart
Yeah, you got my only heart"
153,On The Way Home,https://genius.com/John-mayer-on-the-way-home-lyrics,Paradise Valley,True,"The summer's over
This town is closing
They're waving people out of the ocean
We have the feeling like we were floating
We never noticed where time was going
Do you remember when we first got here
The days were longer, the nights were hot here
Now, it's September; the engine's starting
You're empty-handed and heavy-hearted
But just remember on the way home
That you were never meant to feel alone
It takes a little while, but you'd be fine
Another good time coming down the line
You'll go back to love that's waiting
I'll unpack in a rented room
How's that life you swear you're hating
Grass is greener: that makes two
Life isn't short, but it sure is small
You get forever but nobody at all
Life isn't short, but it sure is small
You get forever but nobody at all
It don't come often, and it don't stay long
But just remember on the way home
That you don't ever have to feel alone
Just stay on the run, get off the grid
Hide yourself out like you know that I did
And if you might find that you're running is done
A little bit of Heaven never hurt no one"
157,Paper Doll,https://genius.com/John-mayer-paper-doll-lyrics,Paradise Valley,True,"Paper doll, come try it on
Step out of that black chiffon
Here’s a dress of gold and blue
Sure was fun being good to you
This one we made just for fall
And winter runs a bit too small
This mint green is new for Spring
My love didn't cost a thing
You’re like twenty-two girls in one
And none of them know what they’re running from
Was it just too far to fall
For a little paper doll
Fold a scarf, Moroccan red
Tie your hair behind your head
Strap into some heels that hurt
You shoulda' kept my undershirt
You’re like twenty-two girls in one
And none of them know what they’re running from
Was it just too far to fall
For a little paper doll
Cut the cord and pull some strings
Make yourself some angel wings
And if those angel wings don’t fly
Someone’s going to paint you another sky
'Cause you’re like twenty-two girls in one
And none of them know what they’re running from
Was it just too far to fall?
Was it just too far to fall?"
158,Perfectly Lonely,https://genius.com/John-mayer-perfectly-lonely-lyrics,Battle Studies,True,"Had a little love, but I spread it thin
Falling in her arms and out again
Made a bad name for my game around town
Tore up my heart, and shut it down
Nothing to do
Nowhere to be
A simple little kind of free
Nothing to do
No one but me
And that's all I need
I'm perfectly lonely
I'm perfectly lonely
I'm perfectly lonely 
Because I don't belong to anyone
Nobody belongs to me
I see friends around from time to time
When their ladies let them slip away
And when they ask me how I'm doing with mine
This is always what I say
Nothing to do
Nowhere to be
A simple little kind of free
Nothing to do
No one but me
And that's all I need
I'm perfectly lonely
I'm perfectly lonely
I'm perfectly lonely 
Because I don't belong to anyone
Nobody belongs to me
And this is not to say
There never comes a day
I'll take my chances and start again
And when I look behind
On all my younger times
I have to thank the wrongs that led me to a love so strong
I'm perfectly lonely
I'm perfectly lonely
I'm perfectly lonely 
Cause I don't belong to anyone
Nobody belongs to me
That's the way, that's the way, that's the way that I want it
That's the way, that's the way, that's the way that I want it
That's the way, that's the way, that's the way that I want it
That's the way, that's the way, that's the way that I want it"
159,Queen of California,https://genius.com/John-mayer-queen-of-california-lyrics,Born and Raised,True,"Goodbye cold, goodbye rain
Goodbye sorrow, and goodbye shame
I'm headed out west with my headphones on
Boarded a flight with a song in the back of my soul
And no one knows
I just found out her ghost left town
The queen of California is stepping down, down
Hello beauty, hello strange
Hello wonder, what's your name?
Looking for the Sun that Neil Young hung
After the Gold Rush of 1971
I just found out her ghost left town
The queen of California is stepping down, down
If you see her, say hello
Just don't tell me, I told you so
Joni wrote ""Blue"" in her house by the sea
I've got to believe there's another color waiting on me
To set me free
I just found out her ghost left town
The queen of California is stepping down, down"
163,Roll It On Home,https://genius.com/John-mayer-roll-it-on-home-lyrics,The Search for Everything,True,"One last drink to drink wishful thinkin'
And then another again
The bar is getting brighter
And the walls are closin' in
Journey on the jukebox singin'
Don't let the believin' end
The one that you had eyes for
Had their eyes for your best friend
Nobody's gonna love you right
Nobody's gonna take you in tonight
Finish out the bottle or step into the light
And roll it on home
Roll it on home
Roll it on home
Tomorrow's another chance you won't go it alone
If you roll it on home
The last ten texts were with your ex
And all of 'em were sent by you
But you keep starin' at your phone like something's comin' through
Come to grips and take your chips when the cards aren't goin' your way
You've been here so long tonight's already yesterday
Nobody's gonna love you right
Nobody's gonna take you in tonight
Finish out the bottle or step into the light
And roll it on home
Roll it on home
Roll it on home
Tomorrow's another chance you won't go it alone
If you roll it on home
Nobody's gonna love you right
Nobody's gonna take you in tonight
Drop a couple dollars, bum yourself a light
And roll it on home
Roll it on home
Roll it on home
Tomorrow's another chance you won't go it alone
If you roll it on home
Roll it on home
Roll it on home
Roll it on home"
164,Rosie,https://genius.com/John-mayer-rosie-lyrics,The Search for Everything,True,"Rosie
Come down and get the door for me
I'm drunk again, remember when we used to be?
Rosie
I know you said no more for me
But that was all before this dream that just came to me
Don't leave me here
Under the January rain
Come let me in
Take my heart by the hand
And lead me back to your room
And sing me your tune
Rosie
You don't have to hide his things
I'm fine with all the sorrow that tomorrow brings
Whoa-oh-oh, Rosie
Don't you know my love is true
'Perdon' and 'lo siento', see, I learned those words for you
Don't leave me here
Under the January rain
Come let me in
Take my heart by the hand
And lead me back to your room
And sing me your tune
Don't leave me here
Under the January rain
Come let me in
Take my heart by the hand
And lead me back to your room
And sing me your tune"
167,Say,https://genius.com/John-mayer-say-lyrics,Continuum,True,"Take all of your wasted honor
Every little past frustration
Take all of your so-called problems
Better put 'em in quotations
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Walking like a one man army
Fighting with the shadows in your head
Living out the same old moment
Knowing you'd be better off instead
If you could only
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Have no fear for giving in
Have no fear for giving over
You'd better know that in the end
It's better to say too much
Than never say what you need to say again
Even if your hands are shaking
And your faith is broken
Even as the eyes are closing
Do it with a heart wide open
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say
Say what you need to say"
168,Shadow Days,https://genius.com/John-mayer-shadow-days-lyrics,Born and Raised,True,"Did you know that you could be wrong
And swear you’re right?
Some people been known to do it
All their lives
But you find yourself alone
Just like you found yourself before
Like I found myself in pieces
On the hotel floor
Hard times help me see
I’m a good man with a good heart
Had a tough time, got a rough start
But I finally learned to let it go
Now I’m right here, and I’m right now
And I’m hoping, knowing somehow
That my shadow days are over
My shadow days are over now
Well I'm no trouble maker
And I never meant her harm
But it doesn’t mean I didn’t make it
Hard to carry on
Well it sucks to be honest 
And it hurts to be real
But it's nice to make some love
That I can finally feel
Hard times let me be
I’m a good man with a good heart
Had a tough time, got a rough start
But I finally learned to let it go
Now I’m right here, and I’m right now
And I’m hoping, knowing somehow
That my shadow days are over
My shadow days are over now
I’m a good man with a good heart
Had a tough time, got a rough start
But I finally learned to let it go
Now I’m right here, and I’m right now
And I’m hoping, knowing somehow
That my shadow days are over
My shadow days are over now"
170,Slow Dancing in a Burning Room,https://genius.com/John-mayer-slow-dancing-in-a-burning-room-lyrics,Continuum,True,"It's not a silly little moment
It's not the storm before the calm
This is the deep and dying breath of
This love that we've been working on
Can't seem to hold you like I want to
So I can feel you in my arms
Nobody's going to come and save you
We pulled too many false alarms
We're going down
And you can see it, too
We're going down
And you know that we're doomed
My dear, we're slow dancing in a burning room
I was the one you always dreamed of
You were the one I tried to draw
How dare you say it's nothing to me?
Baby, you're the only light I ever saw
I'll make the most of all the sadness
You'll be a bitch, because you can
You try to hit me, just to hurt me
So you leave me feeling dirty
'Cause you can't understand
We're going down
And you can see it, too
We're going down
And you know that we're doomed
My dear, we're slow dancing in a burning room
Go cry about it, why don't you?
Go cry about it, why don't you?
Go cry about it, why don't you?
My dear, we're slow dancing in a burning room
Burning room
Burning room
Burning room
Burning room
Don't you think we ought to know by now?
Don't you think we should have learned somehow?
Don't you think we ought to know by now?
Don't you think we should have learned somehow?
Don't you think we ought to know by now?
Don't you think we should have learned somehow?"
172,Something Like Olivia,https://genius.com/John-mayer-something-like-olivia-lyrics,Born and Raised,True,"Well, Olivia is taken
But a look like hers can be found from time to time
Yeah, Olivia is taken
But a look like hers can be found from time to time
I'm thinking something like Olivia is
What I need to find
There's only one man in this world
Who gets to sleep with her by his side
There's only one man in this world
Who gets to sleep with her by his side
I'm thinking something like Olivia
Could keep me through the night
Now I'm not trying to steal
No love away from no one man
Now I'm not trying to steal
No love away from no one man
But if Olivia herself were at my door
I'd have to say, I'd let her in
Something like Olivia
Something like Olivia
Something like Olivia
Something like Olivia
I keep thinking something like Olivia
Is what I need to find
Something like Olivia
Something like Olivia
Something like Olivia
Something like Olivia
I keep thinking something like Olivia"
179,Speak for Me,https://genius.com/John-mayer-speak-for-me-lyrics,Born and Raised,True,"Now the cover of a Rolling Stone
Ain't the cover of a Rolling Stone
And the music on my radio
Isn't supposed to make me feel alone
What a drag to know
I have to learn to let it go
Show me something I can be
Play a song that I can sing
Make me feel as I am free
Someone come speak for me
Well they’re celebrating broken things
I don’t want a world of broken things
You can tell something isn't right
When all your heroes are in black and white
What a drag to say
At least I still have yesterday
Show me something I can be
Play a song that I can sing
Make me feel as I am free
Someone come speak for me
Someone come speak for me
I'm not mad about it
But I'm not mad about it
I'm not mad about it
But I'm not that mad about it
Show me something I can be
Play a song that I can sing
Make me feel as I am free
Someone come speak for me
Now the cover of a Rolling Stone
Ain't the cover of a Rolling Stone"
181,Split Screen Sadness,https://genius.com/John-mayer-split-screen-sadness-lyrics,Heavier Things,True,"And I don't know where you went when you left me but
Says here in the water you must be gone by now
I can tell somehow
One hand on the trigger of a telephone
Wondering when the call comes
When you say it's alright
You got your heart right
Maybe I'll sleep inside my coat and
Wait on your porch 'til you come back home
Oh, right
I can't find a flight
We share the sadness
Split screen sadness
Two wrongs make it all alright tonight
Two wrongs make it all alright tonight
Two wrongs make it all alright tonight
Two wrongs make it all alright tonight
All you need is love is a lie 'cause
We had love but we still said goodbye
Now we're tired, battered fighters
And it stings when it's nobody's fault
'Cause there's nothing to blame at the drop of your name
It's only the air you took and the breath you left
So maybe I'll sleep inside my coat and
Wait on your porch 'til you come back home
Oh, right
I can't find a flight
So I check the weather wherever you are
'Cause I want to know if you can see the stars tonight
It might be my only right
We share the sadness
Split screen sadness
We share the sadness
Split screen sadness
I called
Because
I just
Need to feel you on the line
Don't hang up this time
And I know it was me who called it over but
I still wish you'd fought me 'til your dying day
Don't let me get away
'Cause I can't wait to figure out what's wrong with me
So I can say this is the way that I used to be
There's no substitute for time
Or for the sadness
Split screen sadness
We share the sadness
Split screen sadness
Oh, and the sadness, it's so right, it's so right
Oh, and the sadness, it's so right, it's so right
Oh, and the sadness, it's so right, it's so right
Oh, and the sadness, it's so right, it's so right"
183,Still Feel Like Your Man,https://genius.com/John-mayer-still-feel-like-your-man-lyrics,The Search for Everything,True,"I still feel like your man
I still feel like your man
I still feel
I still feel
I still feel like your man
The prettiest girl in the room she wants me
I know because she told me so
She says come over
I'd like to get to know you
But I just don't think I can
'Cause I still feel like your man
Still feel like your man
I still feel like your man
Still feel like your man
I still feel like your man
I still keep your shampoo in my shower
In case you wanna wash your hair
And I know that you probably found yourself some more somewhere
But I do not really care
'Cause as long as it is there
I still feel like your man
Still feel like your man
Still feel like your man, oh mama
Still feel like your man
I still feel like your man, your man
Still like the letters in your name and how they feel, babe
Still think I'm never gonna find another you
Still like to leave the party early and go home, babe
And don't you know, babe
I'd rather sit here on my own and be alone, be—
'Cause I still feel like your man
Still feel like your man
 Still feel like your man 
Still feel like your man
I still feel like your man
Still feel like your man
Still feel like your man 
Still feel like your man
I still feel like
I still feel like
I still feel like
I still, I still"
184,Stop This Train,https://genius.com/John-mayer-stop-this-train-lyrics,Continuum,True,"No, I'm not color blind
I know the world is black and white
I try to keep an open mind
But, I just can't sleep on this tonight
Stop this train
I want to get off and go home again
I can't take the speed it's moving in
I know I can't
But honestly, won't someone stop this train?
Don't know how else to say it
Don't want to see my parents go
One generation's length away
From fighting life out on my own
Stop this train
I want to get off and go home again
I can't take the speed it's moving in
I know I can't
But honestly, won't someone stop this train?
So scared of getting older
I'm only good at being young
So I play the numbers game
To find a way to say that life has just begun
Had a talk with my old man
Said, ""Help me understand""
He said, ""Turn 68, you'll renegotiate""
""Don't stop this train
Don't, for a minute, change the place you're in
And don't think I couldn't ever understand
I tried my hand
John, honestly, we'll never stop this train""
Once in a while, when it's good
It'll feel like it should
And they're all still around
And they're still safe and sound
And you don't miss a thing
'Til you cry when you're driving away in the dark
Singing, ""Stop this train
I want to get off and go home again
I can't take the speed it's moving in
I know I can't
'Cause, now, I see, I'll never stop this train"""
186,St. Patrick’s Day,https://genius.com/John-mayer-st-patricks-day-lyrics,Room for Squares,True,"Here comes the cold
Break out the winter clothes
And find a love to call your own
You, enter you
Your cheeks a shade of pink
And the rest of you in powder blue
Who knows what will be
But I'll make you this guarantee, see
No way November will see our goodbye
When it comes to December it's obvious why
No one wants to be alone at Christmas time
In the dark, on the phone
You tell me the names of your brothers
And your favorite colors
I'm learning you
And when it snows again
We'll take a walk outside
And search the sky
Like children do
I'll say to you
No way November will see our goodbye
When it comes to December it's obvious why
No one wants to be alone at Christmas time
And come January we're frozen inside
Making new resolutions a hundred times
February, won't you be my valentine?
And we'll both be safe 'til St. Patrick's Day
We should take a ride tonight around the town
And look around at all the beautiful houses
Something in the way that blue lights on a black night
Can make you feel more
Everybody, it seems to me, just wants to be
Just like you and me
Hey, hey
No one wants to be alone at Christmas time
And come January we're frozen inside
Making new resolutions a hundred times
February, won't you be my valentine?
And we'll both be safe 'til St. Patrick's Day
And if our always is all that we gave
And we someday take that away
I'll be alright if it was just until St. Patrick's Day"
188,The Age of Worry,https://genius.com/John-mayer-the-age-of-worry-lyrics,Born and Raised,True,"Ooh Ooh
Ooh Ooh
Close your eyes and clone yourself
Build your heart an army
To defend your innocence
While doing everything wrong
Don't be scared to walk alone
Don't be scared to like it
There's no time that you must be home
So sleep where darkness falls
Alive in the age of worry
Smile in the age of worry
Go out in the age of worry
And say, ""Worry, why should I care?""
Ooh! Ooh!
No, your fight is not with them
Yours is with your time here
Dream your dreams, but don't pretend
Make friends with what you are
Give your heart and change your mind
You're allowed to do it
Because God knows it's been done to you and
Somehow you got through it
Alive in the age of worry
Smile in the age of worry
Go out in the age of worry
And say, ""Worry, why should I care?""
Rage in the age of worry
Act your age in the age of worry
And say, ""Worry, get out of here"""
189,The Heart of Life,https://genius.com/John-mayer-the-heart-of-life-lyrics,Continuum,True,"I hate to see you cry
Lying there in that position
There's things you need to hear
So turn off your tears
And listen
Pain throws your heart to the ground
Love turns the whole thing around
No it won't all go the way it should
But I know the heart of life is good
You know, it's nothing new
Bad news never had good timing
Then, the circle of your friends
Will defend the silver lining
Pain throws your heart to the ground
Love turns the whole thing around
No, it won't all go the way it should
But I know the heart of life is good
Pain throws your heart to the ground
Love turns the whole thing around
Fear is a friend who's misunderstood
But I know the heart of life is good
I know it's good"
192,Theme from “The Search for Everything”,https://genius.com/John-mayer-theme-from-the-search-for-everything-lyrics,The Search for Everything,True,
193,The Search for Everything (Poem),https://genius.com/John-mayer-the-search-for-everything-poem-lyrics,The Search for Everything,True,"How sad it is that time should pass
Her Majesty, the hourglass
We take the sand of bygone years
And make mud of it with all our tears
What is now compared to then
And will I ever love again?
The answer to the answer brings
The endless search for everything"
202,Vultures,https://genius.com/John-mayer-vultures-lyrics,Continuum,True,"Some of us, we're hardly ever here
The rest of us, we're born to disappear
How do I stop myself from being just a number?
How will I hold my head to keep from goin' under?
Down to the wire
I wanted water, but I'll walk through the fire
If this is what it takes to take me even higher
Then I'll come through
Like I do when the world keeps testing me, testing me, testing me
How did they find me here?
What do they want from me?
All of these vultures hiding right outside my door
I hear them whispering
They're tryin' to ride it out
They've never gone this long without a kill before
Down to the wire
I wanted water, but I'll walk through the fire
If this is what it takes to take me even higher
Then I'll come through
Like I do when the world keeps testing me, testing me, testing me
Wheels up
I got to leave this evening
I can't seem to shake these vultures off of my trail
Power is made by power being taken
So I keep on running to protect my situation
Down to the wire
I wanted water, but I'll walk through the fire
If this is what it takes to take me even higher
Then I'll come through
Like I do when the world keeps testing me, testing me, now
Ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh
Whatcha gonna do about it?
Whatcha gonna do about it?
Whatcha gonna do 'bout it?
Don't give up, give up
Don't give up, give up, give up
Don't you give up
Don't give up, give up, give up"
203,Vultures (live),https://genius.com/John-mayer-vultures-live-lyrics,Continuum,True,"Some of us
We're hardly ever here
The rest of us were born to disappear
How do I stop myself from being just a number?
How will I hold my head to keep from going under?
Down to the wire
I wanted water but I'll walk through the fire
If this is what it takes to take me even higher
Then I'll come through like I do
When the world keeps testing me, testing me, testing me
How did they find me here?
What do they want from me?
All of these vultures hiding right outside my door
I hear them whispering
They're trying to ride it out
They've never gone this long without a kill before
Down to the wire
I wanted water but I'll walk through the fire
If this is what it takes to take me even higher
Then I'll come through like I do
When the world keeps testing me, testing me, testing me
Wheels up
I've got to leave this evening
I can't seem to shake these vultures off of my trail
Power is made by power being taken
So I keep on running to protect my situation
Down to the wire
I wanted water but I'll walk through the fire
If this is what it takes to take me even higher
Then I'll come through like I do
When the world keeps testing me, testing me, testing me"
